Volume (micrometer^3),Surface (micrometer^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micrometer),SD dist. to surf. (micrometer),Median dist. to surf. (micrometer),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
56,0,56,0,0,0,0,0,0,0,958.661,805.446,3.143,0,0,0,0,0,0,0,0,0,0,0,0
466,0,466,0,0,0,0,0,0,0,566.948,822.041,4.275,0,0,0,0,0,0,0,0,0,0,0,0
1342,0,1342,0,0,0,0,0,0,0,835.893,827.309,18.909,0,0,0,0,0,0,0,0,0,0,0,0
380704,0,380704,0,0,0,0,0,0,0,793.379,807.027,105.763,0,0,0,0,0,0,0,0,0,0,0,0
76,0,76,0,0,0,0,0,0,0,917.395,844.368,3.316,0,0,0,0,0,0,0,0,0,0,0,0
753,0,753,0,0,0,0,0,0,0,877.891,852.629,7.999,0,0,0,0,0,0,0,0,0,0,0,0
78,0,78,0,0,0,0,0,0,0,919.462,859.974,3.782,0,0,0,0,0,0,0,0,0,0,0,0
486,0,486,0,0,0,0,0,0,0,605.953,865.156,5.638,0,0,0,0,0,0,0,0,0,0,0,0
359,0,359,0,0,0,0,0,0,0,525.630,870.922,5.153,0,0,0,0,0,0,0,0,0,0,0,0
2940,0,2940,0,0,0,0,0,0,0,996.956,874.819,57.693,0,0,0,0,0,0,0,0,0,0,0,0
158,0,158,0,0,0,0,0,0,0,923.696,883.310,4.152,0,0,0,0,0,0,0,0,0,0,0,0
493,0,493,0,0,0,0,0,0,0,933.284,882.300,10.434,0,0,0,0,0,0,0,0,0,0,0,0
1091,0,1091,0,0,0,0,0,0,0,672.655,889.338,9.592,0,0,0,0,0,0,0,0,0,0,0,0
93,0,93,0,0,0,0,0,0,0,715.409,899.527,2.043,0,0,0,0,0,0,0,0,0,0,0,0
551,0,551,0,0,0,0,0,0,0,785.535,905.004,3.397,0,0,0,0,0,0,0,0,0,0,0,0
81,0,81,0,0,0,0,0,0,0,1017.741,905.877,2.000,0,0,0,0,0,0,0,0,0,0,0,0
590,0,590,0,0,0,0,0,0,0,1045.066,929.154,6.971,0,0,0,0,0,0,0,0,0,0,0,0
274,0,274,0,0,0,0,0,0,0,657.055,927.883,5.774,0,0,0,0,0,0,0,0,0,0,0,0
179,0,179,0,0,0,0,0,0,0,581.268,967.749,5.045,0,0,0,0,0,0,0,0,0,0,0,0
89,0,89,0,0,0,0,0,0,0,1116.000,969.584,3.034,0,0,0,0,0,0,0,0,0,0,0,0
179,0,179,0,0,0,0,0,0,0,894.006,1027.821,2.402,0,0,0,0,0,0,0,0,0,0,0,0
189,0,189,0,0,0,0,0,0,0,718.910,1036.254,3.460,0,0,0,0,0,0,0,0,0,0,0,0
78,0,78,0,0,0,0,0,0,0,891.603,1039.936,2.051,0,0,0,0,0,0,0,0,0,0,0,0
44,0,44,0,0,0,0,0,0,0,844.409,707.705,4.205,0,0,0,0,0,0,0,0,0,0,0,0
2758,0,2758,0,0,0,0,0,0,0,563.733,765.850,12.095,0,0,0,0,0,0,0,0,0,0,0,0
15,0,15,0,0,0,0,0,0,0,874.000,793.267,3.467,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,0,0,0,0,0,0,933.727,836.273,2.818,0,0,0,0,0,0,0,0,0,0,0,0
468,0,468,0,0,0,0,0,0,0,364.989,846.509,9.863,0,0,0,0,0,0,0,0,0,0,0,0
123,0,123,0,0,0,0,0,0,0,839.837,870.772,6.650,0,0,0,0,0,0,0,0,0,0,0,0
218,0,218,0,0,0,0,0,0,0,874.202,1006.362,6.307,0,0,0,0,0,0,0,0,0,0,0,0
26,0,26,0,0,0,0,0,0,0,623.692,1068.308,3.385,0,0,0,0,0,0,0,0,0,0,0,0
434,0,434,0,0,0,0,0,0,0,548.608,580.366,8.687,0,0,0,0,0,0,0,0,0,0,0,0
34,0,34,0,0,0,0,0,0,0,555.206,672.647,4.206,0,0,0,0,0,0,0,0,0,0,0,0
484,0,484,0,0,0,0,0,0,0,448.767,714.037,9.041,0,0,0,0,0,0,0,0,0,0,0,0
86,0,86,0,0,0,0,0,0,0,898.407,832.733,5.523,0,0,0,0,0,0,0,0,0,0,0,0
1476,0,1476,0,0,0,0,0,0,0,910.132,902.497,12.777,0,0,0,0,0,0,0,0,0,0,0,0
48,0,48,0,0,0,0,0,0,0,776.729,537.604,5.604,0,0,0,0,0,0,0,0,0,0,0,0
628,0,628,0,0,0,0,0,0,0,833.766,679.584,10.826,0,0,0,0,0,0,0,0,0,0,0,0
224,0,224,0,0,0,0,0,0,0,937.638,726.964,7.812,0,0,0,0,0,0,0,0,0,0,0,0
563,0,563,0,0,0,0,0,0,0,899.188,853.426,8.996,0,0,0,0,0,0,0,0,0,0,0,0
341,0,341,0,0,0,0,0,0,0,829.308,556.384,9.971,0,0,0,0,0,0,0,0,0,0,0,0
229,0,229,0,0,0,0,0,0,0,415.764,740.598,9.760,0,0,0,0,0,0,0,0,0,0,0,0
19,0,19,0,0,0,0,0,0,0,824.263,761.211,6.842,0,0,0,0,0,0,0,0,0,0,0,0
365,0,365,0,0,0,0,0,0,0,448.230,797.189,10.482,0,0,0,0,0,0,0,0,0,0,0,0
101,0,101,0,0,0,0,0,0,0,595.049,826.941,8.901,0,0,0,0,0,0,0,0,0,0,0,0
37,0,37,0,0,0,0,0,0,0,921.108,851.324,6.892,0,0,0,0,0,0,0,0,0,0,0,0
170,0,170,0,0,0,0,0,0,0,968.135,932.206,8.547,0,0,0,0,0,0,0,0,0,0,0,0
19,0,19,0,0,0,0,0,0,0,366.105,698.000,7.421,0,0,0,0,0,0,0,0,0,0,0,0
712,0,712,0,0,0,0,0,0,0,712.251,772.010,12.058,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,0,0,0,0,0,0,702.818,778.636,6.636,0,0,0,0,0,0,0,0,0,0,0,0
68,0,68,0,0,0,0,0,0,0,835.015,785.015,8.250,0,0,0,0,0,0,0,0,0,0,0,0
502,0,502,0,0,0,0,0,0,0,607.598,827.751,10.299,0,0,0,0,0,0,0,0,0,0,0,0
265,0,265,0,0,0,0,0,0,0,852.189,824.494,11.325,0,0,0,0,0,0,0,0,0,0,0,0
33,0,33,0,0,0,0,0,0,0,1070.818,876.182,7.212,0,0,0,0,0,0,0,0,0,0,0,0
176,0,176,0,0,0,0,0,0,0,1133.335,938.994,10.682,0,0,0,0,0,0,0,0,0,0,0,0
59,0,59,0,0,0,0,0,0,0,749.102,443.034,9.169,0,0,0,0,0,0,0,0,0,0,0,0
96,0,96,0,0,0,0,0,0,0,853.500,445.031,9.708,0,0,0,0,0,0,0,0,0,0,0,0
347,0,347,0,0,0,0,0,0,0,1040.265,547.378,14.744,0,0,0,0,0,0,0,0,0,0,0,0
312,0,312,0,0,0,0,0,0,0,1067.256,752.965,12.795,0,0,0,0,0,0,0,0,0,0,0,0
31,0,31,0,0,0,0,0,0,0,922.387,841.871,8.484,0,0,0,0,0,0,0,0,0,0,0,0
93,0,93,0,0,0,0,0,0,0,451.194,533.333,10.441,0,0,0,0,0,0,0,0,0,0,0,0
84,0,84,0,0,0,0,0,0,0,544.940,559.226,11.179,0,0,0,0,0,0,0,0,0,0,0,0
46,0,46,0,0,0,0,0,0,0,750.935,824.696,9.804,0,0,0,0,0,0,0,0,0,0,0,0
89,0,89,0,0,0,0,0,0,0,958.899,848.348,10.112,0,0,0,0,0,0,0,0,0,0,0,0
243,0,243,0,0,0,0,0,0,0,1071.416,908.951,14.148,0,0,0,0,0,0,0,0,0,0,0,0
883,0,883,0,0,0,0,0,0,0,661.369,947.022,17.058,0,0,0,0,0,0,0,0,0,0,0,0
85,0,85,0,0,0,0,0,0,0,970.188,975.071,10.894,0,0,0,0,0,0,0,0,0,0,0,0
377,0,377,0,0,0,0,0,0,0,683.268,455.385,19.881,0,0,0,0,0,0,0,0,0,0,0,0
204,0,204,0,0,0,0,0,0,0,364.520,664.309,15.039,0,0,0,0,0,0,0,0,0,0,0,0
25,0,25,0,0,0,0,0,0,0,853.840,734.520,10.720,0,0,0,0,0,0,0,0,0,0,0,0
55,0,55,0,0,0,0,0,0,0,913.018,740.818,10.491,0,0,0,0,0,0,0,0,0,0,0,0
244,0,244,0,0,0,0,0,0,0,471.344,813.496,13.525,0,0,0,0,0,0,0,0,0,0,0,0
785,0,785,0,0,0,0,0,0,0,872.811,900.288,15.828,0,0,0,0,0,0,0,0,0,0,0,0
833,0,833,0,0,0,0,0,0,0,711.738,1021.176,17.597,0,0,0,0,0,0,0,0,0,0,0,0
55,0,55,0,0,0,0,0,0,0,520.564,495.073,12.200,0,0,0,0,0,0,0,0,0,0,0,0
59,0,59,0,0,0,0,0,0,0,355.254,650.373,12.593,0,0,0,0,0,0,0,0,0,0,0,0
96,0,96,0,0,0,0,0,0,0,405.292,876.958,13.406,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,0,0,0,0,0,0,507.500,486.500,12.000,0,0,0,0,0,0,0,0,0,0,0,0
236,0,236,0,0,0,0,0,0,0,573.983,620.521,14.890,0,0,0,0,0,0,0,0,0,0,0,0
227,0,227,0,0,0,0,0,0,0,989.837,723.004,15.009,0,0,0,0,0,0,0,0,0,0,0,0
87,0,87,0,0,0,0,0,0,0,972.287,835.230,13.172,0,0,0,0,0,0,0,0,0,0,0,0
45,0,45,0,0,0,0,0,0,0,915.511,853.000,15.000,0,0,0,0,0,0,0,0,0,0,0,0
186,0,186,0,0,0,0,0,0,0,918.532,859.038,15.059,0,0,0,0,0,0,0,0,0,0,0,0
373,0,373,0,0,0,0,0,0,0,475.635,863.743,17.188,0,0,0,0,0,0,0,0,0,0,0,0
69,0,69,0,0,0,0,0,0,0,630.522,1095.304,13.101,0,0,0,0,0,0,0,0,0,0,0,0
811,0,811,0,0,0,0,0,0,0,646.247,581.381,19.555,0,0,0,0,0,0,0,0,0,0,0,0
46,0,46,0,0,0,0,0,0,0,1078.870,863.457,14.478,0,0,0,0,0,0,0,0,0,0,0,0
65,0,65,0,0,0,0,0,0,0,1017.169,941.723,14.862,0,0,0,0,0,0,0,0,0,0,0,0
212,0,212,0,0,0,0,0,0,0,1024.406,1035.991,16.401,0,0,0,0,0,0,0,0,0,0,0,0
147,0,147,0,0,0,0,0,0,0,932.531,1081.333,14.980,0,0,0,0,0,0,0,0,0,0,0,0
255,0,255,0,0,0,0,0,0,0,1151.259,860.071,18.843,0,0,0,0,0,0,0,0,0,0,0,0
36,0,36,0,0,0,0,0,0,0,984.056,981.139,14.250,0,0,0,0,0,0,0,0,0,0,0,0
137,0,137,0,0,0,0,0,0,0,710.577,1008.066,17.117,0,0,0,0,0,0,0,0,0,0,0,0
223,0,223,0,0,0,0,0,0,0,725.462,603.067,17.610,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,0,0,0,0,0,0,590.000,782.214,15.000,0,0,0,0,0,0,0,0,0,0,0,0
1600,0,1600,0,0,0,0,0,0,0,581.823,813.734,25.266,0,0,0,0,0,0,0,0,0,0,0,0
131,0,131,0,0,0,0,0,0,0,436.733,824.939,17.038,0,0,0,0,0,0,0,0,0,0,0,0
242,0,242,0,0,0,0,0,0,0,1117.455,897.508,18.930,0,0,0,0,0,0,0,0,0,0,0,0
86,0,86,0,0,0,0,0,0,0,781.686,935.023,16.023,0,0,0,0,0,0,0,0,0,0,0,0
37,0,37,0,0,0,0,0,0,0,850.135,562.027,16.703,0,0,0,0,0,0,0,0,0,0,0,0
173,0,173,0,0,0,0,0,0,0,931.023,665.341,18.694,0,0,0,0,0,0,0,0,0,0,0,0
2967,0,2967,0,0,0,0,0,0,0,822.419,704.114,25.511,0,0,0,0,0,0,0,0,0,0,0,0
32,0,32,0,0,0,0,0,0,0,480.156,808.812,16.000,0,0,0,0,0,0,0,0,0,0,0,0
623,0,623,0,0,0,0,0,0,0,594.149,826.889,22.308,0,0,0,0,0,0,0,0,0,0,0,0
565,0,565,0,0,0,0,0,0,0,662.480,919.336,21.382,0,0,0,0,0,0,0,0,0,0,0,0
105,0,105,0,0,0,0,0,0,0,790.438,1025.352,17.952,0,0,0,0,0,0,0,0,0,0,0,0
16,0,16,0,0,0,0,0,0,0,881.500,509.125,16.875,0,0,0,0,0,0,0,0,0,0,0,0
1465,0,1465,0,0,0,0,0,0,0,721.855,754.893,23.435,0,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,0,0,0,0,0,0,850.900,866.100,17.200,0,0,0,0,0,0,0,0,0,0,0,0
137,0,137,0,0,0,0,0,0,0,1054.219,989.774,19.190,0,0,0,0,0,0,0,0,0,0,0,0
140,0,140,0,0,0,0,0,0,0,1003.971,1018.721,20.600,0,0,0,0,0,0,0,0,0,0,0,0
332,0,332,0,0,0,0,0,0,0,563.786,574.545,22.154,0,0,0,0,0,0,0,0,0,0,0,0
719,0,719,0,0,0,0,0,0,0,827.209,653.602,23.239,0,0,0,0,0,0,0,0,0,0,0,0
66,0,66,0,0,0,0,0,0,0,975.530,652.439,19.515,0,0,0,0,0,0,0,0,0,0,0,0
20,0,20,0,0,0,0,0,0,0,721.250,744.000,17.700,0,0,0,0,0,0,0,0,0,0,0,0
119,0,119,0,0,0,0,0,0,0,590.361,838.219,19.403,0,0,0,0,0,0,0,0,0,0,0,0
125,0,125,0,0,0,0,0,0,0,1085.192,867.336,21.072,0,0,0,0,0,0,0,0,0,0,0,0
587,0,587,0,0,0,0,0,0,0,764.613,1086.322,25.036,0,0,0,0,0,0,0,0,0,0,0,0
646,0,646,0,0,0,0,0,0,0,840.209,867.125,23.294,0,0,0,0,0,0,0,0,0,0,0,0
3706,0,3706,0,0,0,0,0,0,0,926.972,872.405,64.557,0,0,0,0,0,0,0,0,0,0,0,0
156,0,156,0,0,0,0,0,0,0,675.122,933.635,20.808,0,0,0,0,0,0,0,0,0,0,0,0
193,0,193,0,0,0,0,0,0,0,515.425,933.073,22.031,0,0,0,0,0,0,0,0,0,0,0,0
219,0,219,0,0,0,0,0,0,0,666.794,475.443,23.854,0,0,0,0,0,0,0,0,0,0,0,0
496,0,496,0,0,0,0,0,0,0,535.165,481.673,26.534,0,0,0,0,0,0,0,0,0,0,0,0
1082,0,1082,0,0,0,0,0,0,0,673.929,644.126,29.091,0,0,0,0,0,0,0,0,0,0,0,0
109,0,109,0,0,0,0,0,0,0,1143.615,902.183,21.927,0,0,0,0,0,0,0,0,0,0,0,0
281,0,281,0,0,0,0,0,0,0,653.025,935.509,22.438,0,0,0,0,0,0,0,0,0,0,0,0
343,0,343,0,0,0,0,0,0,0,870.866,1021.239,25.219,0,0,0,0,0,0,0,0,0,0,0,0
145,0,145,0,0,0,0,0,0,0,374.814,767.545,27.303,0,0,0,0,0,0,0,0,0,0,0,0
45,0,45,0,0,0,0,0,0,0,936.644,841.889,24.089,0,0,0,0,0,0,0,0,0,0,0,0
329,0,329,0,0,0,0,0,0,0,695.875,856.161,25.009,0,0,0,0,0,0,0,0,0,0,0,0
235,0,235,0,0,0,0,0,0,0,532.064,1051.889,27.191,0,0,0,0,0,0,0,0,0,0,0,0
353,0,353,0,0,0,0,0,0,0,961.099,532.507,29.116,0,0,0,0,0,0,0,0,0,0,0,0
30,0,30,0,0,0,0,0,0,0,968.933,824.733,23.933,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,0,0,0,0,0,0,914.538,841.308,23.077,0,0,0,0,0,0,0,0,0,0,0,0
42,0,42,0,0,0,0,0,0,0,914.690,851.786,25.571,0,0,0,0,0,0,0,0,0,0,0,0
673,0,673,0,0,0,0,0,0,0,747.848,887.860,29.189,0,0,0,0,0,0,0,0,0,0,0,0
72,0,72,0,0,0,0,0,0,0,687.875,935.167,24.833,0,0,0,0,0,0,0,0,0,0,0,0
695,0,695,0,0,0,0,0,0,0,436.206,581.938,32.148,0,0,0,0,0,0,0,0,0,0,0,0
56,0,56,0,0,0,0,0,0,0,1024.964,587.196,25.036,0,0,0,0,0,0,0,0,0,0,0,0
425,0,425,0,0,0,0,0,0,0,1003.624,618.351,29.826,0,0,0,0,0,0,0,0,0,0,0,0
35,0,35,0,0,0,0,0,0,0,402.571,703.486,25.343,0,0,0,0,0,0,0,0,0,0,0,0
1272,0,1272,0,0,0,0,0,0,0,562.505,790.933,32.786,0,0,0,0,0,0,0,0,0,0,0,0
22,0,22,0,0,0,0,0,0,0,449.545,825.591,23.727,0,0,0,0,0,0,0,0,0,0,0,0
521,0,521,0,0,0,0,0,0,0,971.242,833.255,28.639,0,0,0,0,0,0,0,0,0,0,0,0
48,0,48,0,0,0,0,0,0,0,918.875,858.000,24.708,0,0,0,0,0,0,0,0,0,0,0,0
87,0,87,0,0,0,0,0,0,0,946.391,1022.586,26.253,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,0,0,0,0,0,0,809.538,538.769,25.000,0,0,0,0,0,0,0,0,0,0,0,0
71,0,71,0,0,0,0,0,0,0,835.437,539.211,27.535,0,0,0,0,0,0,0,0,0,0,0,0
33,0,33,0,0,0,0,0,0,0,801.545,624.303,24.970,0,0,0,0,0,0,0,0,0,0,0,0
40,0,40,0,0,0,0,0,0,0,986.525,760.625,25.875,0,0,0,0,0,0,0,0,0,0,0,0
365,0,365,0,0,0,0,0,0,0,977.142,810.696,30.195,0,0,0,0,0,0,0,0,0,0,0,0
211,0,211,0,0,0,0,0,0,0,935.109,551.825,29.104,0,0,0,0,0,0,0,0,0,0,0,0
142,0,142,0,0,0,0,0,0,0,869.472,630.711,27.176,0,0,0,0,0,0,0,0,0,0,0,0
187,0,187,0,0,0,0,0,0,0,452.727,716.198,28.385,0,0,0,0,0,0,0,0,0,0,0,0
227,0,227,0,0,0,0,0,0,0,523.445,862.123,29.141,0,0,0,0,0,0,0,0,0,0,0,0
132,0,132,0,0,0,0,0,0,0,471.485,906.659,29.788,0,0,0,0,0,0,0,0,0,0,0,0
225,0,225,0,0,0,0,0,0,0,960.640,659.476,29.600,0,0,0,0,0,0,0,0,0,0,0,0
378,0,378,0,0,0,0,0,0,0,590.206,724.151,31.780,0,0,0,0,0,0,0,0,0,0,0,0
419,0,419,0,0,0,0,0,0,0,939.399,780.148,31.196,0,0,0,0,0,0,0,0,0,0,0,0
4647,0,4647,0,0,0,0,0,0,0,913.433,796.558,40.777,0,0,0,0,0,0,0,0,0,0,0,0
1417,0,1417,0,0,0,0,0,0,0,719.778,825.920,34.257,0,0,0,0,0,0,0,0,0,0,0,0
240,0,240,0,0,0,0,0,0,0,564.192,846.938,30.908,0,0,0,0,0,0,0,0,0,0,0,0
443,0,443,0,0,0,0,0,0,0,934.562,876.291,36.652,0,0,0,0,0,0,0,0,0,0,0,0
41,0,41,0,0,0,0,0,0,0,819.634,420.146,29.146,0,0,0,0,0,0,0,0,0,0,0,0
64,0,64,0,0,0,0,0,0,0,596.109,593.375,28.812,0,0,0,0,0,0,0,0,0,0,0,0
456,0,456,0,0,0,0,0,0,0,629.259,596.761,32.265,0,0,0,0,0,0,0,0,0,0,0,0
218,0,218,0,0,0,0,0,0,0,606.752,710.156,31.087,0,0,0,0,0,0,0,0,0,0,0,0
228,0,228,0,0,0,0,0,0,0,875.053,849.101,33.184,0,0,0,0,0,0,0,0,0,0,0,0
25,0,25,0,0,0,0,0,0,0,917.000,1002.600,28.160,0,0,0,0,0,0,0,0,0,0,0,0
65,0,65,0,0,0,0,0,0,0,734.108,1002.815,29.338,0,0,0,0,0,0,0,0,0,0,0,0
159,0,159,0,0,0,0,0,0,0,340.918,792.836,33.270,0,0,0,0,0,0,0,0,0,0,0,0
1255,0,1255,0,0,0,0,0,0,0,373.347,853.182,48.159,0,0,0,0,0,0,0,0,0,0,0,0
179,0,179,0,0,0,0,0,0,0,976.855,1004.486,31.788,0,0,0,0,0,0,0,0,0,0,0,0
61,0,61,0,0,0,0,0,0,0,1099.623,653.295,31.787,0,0,0,0,0,0,0,0,0,0,0,0
1573,0,1573,0,0,0,0,0,0,0,705.839,701.983,35.973,0,0,0,0,0,0,0,0,0,0,0,0
360,0,360,0,0,0,0,0,0,0,338.653,754.086,37.067,0,0,0,0,0,0,0,0,0,0,0,0
16,0,16,0,0,0,0,0,0,0,361.500,823.062,30.062,0,0,0,0,0,0,0,0,0,0,0,0
15,0,15,0,0,0,0,0,0,0,748.600,571.933,31.067,0,0,0,0,0,0,0,0,0,0,0,0
282,0,282,0,0,0,0,0,0,0,851.862,658.933,33.621,0,0,0,0,0,0,0,0,0,0,0,0
7019,0,7019,0,0,0,0,0,0,0,620.394,711.926,45.619,0,0,0,0,0,0,0,0,0,0,0,0
29,0,29,0,0,0,0,0,0,0,803.793,814.310,31.069,0,0,0,0,0,0,0,0,0,0,0,0
48,0,48,0,0,0,0,0,0,0,385.021,902.250,32.562,0,0,0,0,0,0,0,0,0,0,0,0
199,0,199,0,0,0,0,0,0,0,1031.055,915.583,35.905,0,0,0,0,0,0,0,0,0,0,0,0
124,0,124,0,0,0,0,0,0,0,527.435,695.556,33.976,0,0,0,0,0,0,0,0,0,0,0,0
90,0,90,0,0,0,0,0,0,0,781.033,790.556,32.611,0,0,0,0,0,0,0,0,0,0,0,0
488,0,488,0,0,0,0,0,0,0,686.131,820.660,37.248,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,0,0,0,0,0,0,770.786,830.786,32.286,0,0,0,0,0,0,0,0,0,0,0,0
21,0,21,0,0,0,0,0,0,0,1032.667,879.571,32.429,0,0,0,0,0,0,0,0,0,0,0,0
108,0,108,0,0,0,0,0,0,0,715.898,1004.120,33.750,0,0,0,0,0,0,0,0,0,0,0,0
1451,0,1451,0,0,0,0,0,0,0,608.773,497.439,45.427,0,0,0,0,0,0,0,0,0,0,0,0
69,0,69,0,0,0,0,0,0,0,893.957,498.464,35.362,0,0,0,0,0,0,0,0,0,0,0,0
1329,0,1329,0,0,0,0,0,0,0,687.321,778.131,39.699,0,0,0,0,0,0,0,0,0,0,0,0
1367,0,1367,0,0,0,0,0,0,0,949.322,809.501,38.451,0,0,0,0,0,0,0,0,0,0,0,0
114,0,114,0,0,0,0,0,0,0,1132.596,828.342,36.614,0,0,0,0,0,0,0,0,0,0,0,0
39,0,39,0,0,0,0,0,0,0,1163.051,831.872,34.103,0,0,0,0,0,0,0,0,0,0,0,0
34,0,34,0,0,0,0,0,0,0,956.559,845.529,33.000,0,0,0,0,0,0,0,0,0,0,0,0
493,0,493,0,0,0,0,0,0,0,834.460,541.227,44.742,0,0,0,0,0,0,0,0,0,0,0,0
65,0,65,0,0,0,0,0,0,0,710.908,623.277,34.631,0,0,0,0,0,0,0,0,0,0,0,0
125,0,125,0,0,0,0,0,0,0,400.984,635.608,36.144,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,0,0,0,0,0,0,598.357,723.857,34.071,0,0,0,0,0,0,0,0,0,0,0,0
409,0,409,0,0,0,0,0,0,0,604.130,753.130,37.939,0,0,0,0,0,0,0,0,0,0,0,0
387,0,387,0,0,0,0,0,0,0,435.527,774.959,39.359,0,0,0,0,0,0,0,0,0,0,0,0
1083,0,1083,0,0,0,0,0,0,0,462.941,824.516,66.262,0,0,0,0,0,0,0,0,0,0,0,0
31,0,31,0,0,0,0,0,0,0,930.677,832.323,34.452,0,0,0,0,0,0,0,0,0,0,0,0
1180,0,1180,0,0,0,0,0,0,0,843.303,864.572,40.746,0,0,0,0,0,0,0,0,0,0,0,0
213,0,213,0,0,0,0,0,0,0,675.775,869.455,37.291,0,0,0,0,0,0,0,0,0,0,0,0
125,0,125,0,0,0,0,0,0,0,929.768,1056.960,36.424,0,0,0,0,0,0,0,0,0,0,0,0
155,0,155,0,0,0,0,0,0,0,1022.374,619.555,37.323,0,0,0,0,0,0,0,0,0,0,0,0
104,0,104,0,0,0,0,0,0,0,492.990,632.029,37.269,0,0,0,0,0,0,0,0,0,0,0,0
50,0,50,0,0,0,0,0,0,0,380.640,741.980,36.900,0,0,0,0,0,0,0,0,0,0,0,0
29,0,29,0,0,0,0,0,0,0,935.931,841.793,36.414,0,0,0,0,0,0,0,0,0,0,0,0
27,0,27,0,0,0,0,0,0,0,798.333,844.518,35.593,0,0,0,0,0,0,0,0,0,0,0,0
324,0,324,0,0,0,0,0,0,0,440.417,888.713,40.386,0,0,0,0,0,0,0,0,0,0,0,0
29,0,29,0,0,0,0,0,0,0,464.276,890.034,35.310,0,0,0,0,0,0,0,0,0,0,0,0
290,0,290,0,0,0,0,0,0,0,401.752,648.072,42.107,0,0,0,0,0,0,0,0,0,0,0,0
581,0,581,0,0,0,0,0,0,0,1057.589,901.719,56.917,0,0,0,0,0,0,0,0,0,0,0,0
704,0,704,0,0,0,0,0,0,0,972.396,917.277,41.023,0,0,0,0,0,0,0,0,0,0,0,0
