Volume (micrometer^3),Surface (micrometer^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micrometer),SD dist. to surf. (micrometer),Median dist. to surf. (micrometer),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
52,0,52,0,0,0,0,0,0,0,954.327,1067.673,24.808,0,0,0,0,0,0,0,0,0,0,0,0
485,0,485,0,0,0,0,0,0,0,407.089,545.107,31.258,0,0,0,0,0,0,0,0,0,0,0,0
203,0,203,0,0,0,0,0,0,0,615.355,561.847,27.246,0,0,0,0,0,0,0,0,0,0,0,0
15,0,15,0,0,0,0,0,0,0,579.867,558.600,25.533,0,0,0,0,0,0,0,0,0,0,0,0
66,0,66,0,0,0,0,0,0,0,445.409,933.045,27.955,0,0,0,0,0,0,0,0,0,0,0,0
108,0,108,0,0,0,0,0,0,0,971.167,634.824,28.296,0,0,0,0,0,0,0,0,0,0,0,0
16,0,16,0,0,0,0,0,0,0,370.625,691.938,27.125,0,0,0,0,0,0,0,0,0,0,0,0
349,0,349,0,0,0,0,0,0,0,715.069,751.014,30.298,0,0,0,0,0,0,0,0,0,0,0,0
249,0,249,0,0,0,0,0,0,0,742.679,910.867,30.386,0,0,0,0,0,0,0,0,0,0,0,0
244,0,244,0,0,0,0,0,0,0,819.172,360.906,32.414,0,0,0,0,0,0,0,0,0,0,0,0
63,0,63,0,0,0,0,0,0,0,426.270,705.635,28.794,0,0,0,0,0,0,0,0,0,0,0,0
57,0,57,0,0,0,0,0,0,0,340.088,766.982,30.772,0,0,0,0,0,0,0,0,0,0,0,0
90,0,90,0,0,0,0,0,0,0,687.067,871.022,29.589,0,0,0,0,0,0,0,0,0,0,0,0
91,0,91,0,0,0,0,0,0,0,503.363,880.407,29.582,0,0,0,0,0,0,0,0,0,0,0,0
211,0,211,0,0,0,0,0,0,0,840.995,882.744,30.493,0,0,0,0,0,0,0,0,0,0,0,0
258,0,258,0,0,0,0,0,0,0,925.884,895.081,33.140,0,0,0,0,0,0,0,0,0,0,0,0
78,0,78,0,0,0,0,0,0,0,1167.385,923.462,29.397,0,0,0,0,0,0,0,0,0,0,0,0
101,0,101,0,0,0,0,0,0,0,987.089,1047.188,29.822,0,0,0,0,0,0,0,0,0,0,0,0
50,0,50,0,0,0,0,0,0,0,707.520,1047.720,28.520,0,0,0,0,0,0,0,0,0,0,0,0
16,0,16,0,0,0,0,0,0,0,997.625,753.312,28.938,0,0,0,0,0,0,0,0,0,0,0,0
455,0,455,0,0,0,0,0,0,0,544.305,792.813,33.679,0,0,0,0,0,0,0,0,0,0,0,0
25,0,25,0,0,0,0,0,0,0,703.240,591.200,30.360,0,0,0,0,0,0,0,0,0,0,0,0
120,0,120,0,0,0,0,0,0,0,854.300,634.050,31.250,0,0,0,0,0,0,0,0,0,0,0,0
73,0,73,0,0,0,0,0,0,0,546.521,862.767,31.521,0,0,0,0,0,0,0,0,0,0,0,0
972,0,972,0,0,0,0,0,0,0,592.888,446.122,39.521,0,0,0,0,0,0,0,0,0,0,0,0
34,0,34,0,0,0,0,0,0,0,900.029,449.824,31.471,0,0,0,0,0,0,0,0,0,0,0,0
274,0,274,0,0,0,0,0,0,0,835.544,497.891,38.208,0,0,0,0,0,0,0,0,0,0,0,0
42,0,42,0,0,0,0,0,0,0,505.738,678.452,31.595,0,0,0,0,0,0,0,0,0,0,0,0
102,0,102,0,0,0,0,0,0,0,574.725,714.333,32.529,0,0,0,0,0,0,0,0,0,0,0,0
122,0,122,0,0,0,0,0,0,0,987.771,814.262,32.951,0,0,0,0,0,0,0,0,0,0,0,0
1340,0,1340,0,0,0,0,0,0,0,939.051,876.512,52.901,0,0,0,0,0,0,0,0,0,0,0,0
16,0,16,0,0,0,0,0,0,0,1122.625,626.812,32.062,0,0,0,0,0,0,0,0,0,0,0,0
45,0,45,0,0,0,0,0,0,0,592.422,697.867,32.711,0,0,0,0,0,0,0,0,0,0,0,0
138,0,138,0,0,0,0,0,0,0,947.804,776.761,34.130,0,0,0,0,0,0,0,0,0,0,0,0
129,0,129,0,0,0,0,0,0,0,979.171,843.271,33.496,0,0,0,0,0,0,0,0,0,0,0,0
27,0,27,0,0,0,0,0,0,0,940.630,853.741,33.630,0,0,0,0,0,0,0,0,0,0,0,0
41,0,41,0,0,0,0,0,0,0,918.561,863.098,34.854,0,0,0,0,0,0,0,0,0,0,0,0
128,0,128,0,0,0,0,0,0,0,341.516,869.078,35.562,0,0,0,0,0,0,0,0,0,0,0,0
90,0,90,0,0,0,0,0,0,0,1046.011,942.656,35.189,0,0,0,0,0,0,0,0,0,0,0,0
101,0,101,0,0,0,0,0,0,0,1038.931,588.109,34.406,0,0,0,0,0,0,0,0,0,0,0,0
42,0,42,0,0,0,0,0,0,0,469.405,602.810,33.905,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,0,0,0,0,0,0,325.923,833.077,33.923,0,0,0,0,0,0,0,0,0,0,0,0
16,0,16,0,0,0,0,0,0,0,918.250,853.000,33.500,0,0,0,0,0,0,0,0,0,0,0,0
38,0,38,0,0,0,0,0,0,0,922.579,870.079,34.263,0,0,0,0,0,0,0,0,0,0,0,0
62,0,62,0,0,0,0,0,0,0,941.742,895.290,34.581,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,0,0,0,0,0,0,437.727,913.545,32.818,0,0,0,0,0,0,0,0,0,0,0,0
25,0,25,0,0,0,0,0,0,0,350.080,928.280,33.320,0,0,0,0,0,0,0,0,0,0,0,0
80,0,80,0,0,0,0,0,0,0,936.525,1108.387,34.400,0,0,0,0,0,0,0,0,0,0,0,0
106,0,106,0,0,0,0,0,0,0,683.811,505.311,35.868,0,0,0,0,0,0,0,0,0,0,0,0
262,0,262,0,0,0,0,0,0,0,298.847,750.546,39.252,0,0,0,0,0,0,0,0,0,0,0,0
107,0,107,0,0,0,0,0,0,0,302.262,798.140,36.364,0,0,0,0,0,0,0,0,0,0,0,0
174,0,174,0,0,0,0,0,0,0,410.552,913.184,37.523,0,0,0,0,0,0,0,0,0,0,0,0
55,0,55,0,0,0,0,0,0,0,369.418,608.345,35.564,0,0,0,0,0,0,0,0,0,0,0,0
276,0,276,0,0,0,0,0,0,0,697.355,686.717,36.986,0,0,0,0,0,0,0,0,0,0,0,0
476,0,476,0,0,0,0,0,0,0,597.107,711.502,39.231,0,0,0,0,0,0,0,0,0,0,0,0
206,0,206,0,0,0,0,0,0,0,589.748,749.228,37.364,0,0,0,0,0,0,0,0,0,0,0,0
