 ,Area,%Area,Slice
595,554302,100,595
596,555685,100,596
597,557043,100,597
598,558415,100,598
599,559763,100,599
600,561109,100,600
601,562501,100,601
602,563866,100,602
603,565229,100,603
604,566656,100,604
605,568085,100,605
606,569517,100,606
607,570935,100,607
608,572416,100,608
609,573961,100,609
610,575476,100,610
611,577078,100,611
612,578605,100,612
613,580060,100,613
614,581629,100,614
615,583177,100,615
616,584736,100,616
617,586260,100,617
618,587832,100,618
619,589401,100,619
620,590977,100,620
621,592559,100,621
622,594197,100,622
623,595778,100,623
624,597389,100,624
625,598991,100,625
626,600641,100,626
627,602332,100,627
628,604038,100,628
629,605676,100,629
630,607376,100,630
631,608986,100,631
632,610574,100,632
633,612222,100,633
634,613816,100,634
635,615355,100,635
636,616932,100,636
637,618458,100,637
638,619996,100,638
639,621544,100,639
640,623095,100,640
641,624630,100,641
642,626154,100,642
643,627595,100,643
644,629159,100,644
645,630606,100,645
646,632179,100,646
647,633720,100,647
648,635285,100,648
649,636815,100,649
650,638368,100,650
651,639825,100,651
652,641318,100,652
653,642892,100,653
654,644587,100,654
655,646256,100,655
656,647973,100,656
657,649608,100,657
658,651216,100,658
659,652822,100,659
660,654511,100,660
661,656245,100,661
662,658018,100,662
663,659848,100,663
664,661708,100,664
665,663586,100,665
666,665455,100,666
667,667416,100,667
668,669433,100,668
669,671397,100,669
670,673372,100,670
671,675356,100,671
672,677423,100,672
673,679498,100,673
674,681546,100,674
675,683628,100,675
676,685806,100,676
677,688021,100,677
678,690272,100,678
679,692541,100,679
680,694678,100,680
681,696848,100,681
682,698990,100,682
683,701132,100,683
684,703243,100,684
685,705434,100,685
686,707636,100,686
687,709829,100,687
688,711947,100,688
689,714080,100,689
690,716212,100,690
691,718364,100,691
692,720559,100,692
693,722805,100,693
694,724982,100,694
695,727145,100,695
696,729300,100,696
697,731367,100,697
698,733421,100,698
699,735416,100,699
700,737391,100,700
701,739325,100,701
702,741237,100,702
703,743101,100,703
704,745030,100,704
705,746809,100,705
706,748612,100,706
707,750315,100,707
708,752120,100,708
709,753817,100,709
710,755695,100,710
711,757550,100,711
712,759426,100,712
713,761285,100,713
714,763246,100,714
715,765262,100,715
716,767295,100,716
717,769395,100,717
718,771511,100,718
719,773592,100,719
720,775719,100,720
721,777800,100,721
722,779977,100,722
723,782192,100,723
724,784508,100,724
725,786847,100,725
726,789380,100,726
727,791944,100,727
728,794533,100,728
729,797164,100,729
730,799926,100,730
731,802609,100,731
732,805305,100,732
733,807924,100,733
734,810592,100,734
735,813215,100,735
736,815870,100,736
737,818476,100,737
738,821182,100,738
739,823973,100,739
740,826779,100,740
741,829739,100,741
742,832796,100,742
743,835880,100,743
744,838752,100,744
745,841618,100,745
746,844445,100,746
747,848004,100,747
748,850853,100,748
749,853660,100,749
750,856357,100,750
751,858926,100,751
752,861655,100,752
753,864551,100,753
754,867567,100,754
755,872062,100,755
756,874907,100,756
757,877414,100,757
758,879843,100,758
759,882038,100,759
760,882776,100,760
761,885294,100,761
762,887867,100,762
763,890429,100,763
764,892998,100,764
765,895561,100,765
766,898104,100,766
767,900724,100,767
768,903354,100,768
769,905940,100,769
770,908644,100,770
771,911122,100,771
772,913792,100,772
773,916578,100,773
774,919464,100,774
775,922324,100,775
776,925136,100,776
777,927890,100,777
778,930602,100,778
779,933305,100,779
780,935995,100,780
781,938599,100,781
782,941234,100,782
783,943859,100,783
784,946391,100,784
785,949214,100,785
786,952141,100,786
787,955101,100,787
788,958120,100,788
789,961049,100,789
790,964012,100,790
791,966973,100,791
792,969936,100,792
793,972843,100,793
794,975814,100,794
795,978807,100,795
796,981789,100,796
797,984712,100,797
798,987573,100,798
799,990381,100,799
800,993113,100,800
801,995863,100,801
802,998625,100,802
803,1001500,100,803
804,1004368,100,804
805,1007162,100,805
806,1010141,100,806
807,1013031,100,807
808,1015926,100,808
809,1018934,100,809
810,1021915,100,810
811,1025006,100,811
812,1028029,100,812
813,1031095,100,813
814,1034048,100,814
815,1037095,100,815
816,1040053,100,816
817,1043128,100,817
818,1046117,100,818
819,1049103,100,819
820,1052115,100,820
821,1055129,100,821
822,1058162,100,822
823,1061223,100,823
824,1064243,100,824
825,1067213,100,825
826,1070162,100,826
827,1073076,100,827
828,1076147,100,828
829,1079232,100,829
830,1082406,100,830
831,1085611,100,831
832,1088835,100,832
833,1091966,100,833
834,1095124,100,834
835,1098253,100,835
836,1101455,100,836
837,1104623,100,837
838,1107808,100,838
839,1111079,100,839
840,1114359,100,840
841,1117698,100,841
842,1121057,100,842
843,1124436,100,843
844,1127816,100,844
845,1131311,100,845
846,1134811,100,846
847,1138278,100,847
848,1141774,100,848
849,1145301,100,849
850,1148833,100,850
851,1152442,100,851
852,1156082,100,852
853,1159643,100,853
854,1163294,100,854
855,1166939,100,855
856,1170549,100,856
857,1174276,100,857
858,1177919,100,858
859,1181566,100,859
860,1185251,100,860
861,1188912,100,861
862,1192604,100,862
863,1196273,100,863
864,1199932,100,864
865,1203610,100,865
866,1207217,100,866
867,1210856,100,867
868,1214561,100,868
869,1218209,100,869
870,1221748,100,870
871,1225380,100,871
872,1229019,100,872
873,1232733,100,873
874,1236322,100,874
875,1239846,100,875
876,1243369,100,876
877,1246830,100,877
878,1250345,100,878
879,1253793,100,879
880,1257345,100,880
881,1260864,100,881
882,1264377,100,882
883,1267875,100,883
884,1271271,100,884
885,1274623,100,885
886,1277994,100,886
887,1281499,100,887
888,1285123,100,888
889,1288692,100,889
890,1292248,100,890
891,1295724,100,891
892,1299198,100,892
893,1302814,100,893
894,1306365,100,894
895,1309986,100,895
896,1313498,100,896
897,1317002,100,897
898,1320656,100,898
899,1324401,100,899
900,1328250,100,900
901,1332173,100,901
902,1335996,100,902
903,1340097,100,903
904,1344132,100,904
905,1348446,100,905
906,1352658,100,906
907,1356865,100,907
908,1361306,100,908
909,1366238,100,909
910,1372525,100,910
911,1380532,100,911
912,1388483,100,912
913,1396241,100,913
914,1404645,100,914
915,1412895,100,915
916,1422064,100,916
917,1431542,100,917
918,1441685,100,918
919,1454220,100,919
920,1467347,100,920
921,1481498,100,921
922,1494988,100,922
923,1509887,100,923
924,1525418,100,924
925,1540089,100,925
926,1556017,100,926
927,1571795,100,927
928,1587943,100,928
929,1603691,100,929
930,1619208,100,930
