 ,Area,%Area,Slice
148,1022255,0,148
149,1018874,0,149
150,1015611,0,150
151,1012585,0,151
152,1009641,0,152
153,1006840,0,153
154,1003985,0,154
155,1001097,0,155
156,998373,0,156
157,995579,0,157
158,992795,0,158
159,990049,0,159
160,987196,0,160
161,984459,0,161
162,981656,0,162
163,978807,0,163
164,975967,0,164
165,973180,0,165
166,970375,0,166
167,967579,0,167
168,964880,0,168
169,962187,0,169
170,959652,0,170
171,957123,0,171
172,954681,0,172
173,952236,0,173
174,949848,0,174
175,947418,0,175
176,944984,0,176
177,942430,0,177
178,939797,0,178
179,937222,0,179
180,934597,0,180
181,931965,0,181
182,929191,0,182
183,926369,0,183
184,923490,0,184
185,920671,0,185
186,917821,0,186
187,914920,0,187
188,911982,0,188
189,908942,0,189
190,905987,0,190
191,903102,0,191
192,900314,0,192
193,897647,0,193
194,894967,0,194
195,892317,0,195
196,889614,0,196
197,886973,0,197
198,884367,0,198
199,881683,0,199
200,879070,0,200
201,876434,0,201
202,873853,0,202
203,871163,0,203
204,868470,0,204
205,865740,0,205
206,863094,0,206
207,860481,0,207
208,857887,0,208
209,855247,0,209
210,852570,0,210
211,849888,0,211
212,847252,0,212
213,844695,0,213
214,842096,0,214
215,839577,0,215
216,837044,0,216
217,834437,0,217
218,831915,0,218
219,829507,0,219
220,827043,0,220
221,824648,0,221
222,822210,0,222
223,819818,0,223
224,817447,0,224
225,815118,0,225
226,812896,0,226
227,810732,0,227
228,808545,0,228
229,806440,0,229
230,804397,0,230
231,802423,0,231
232,800502,0,232
233,798650,0,233
234,796894,0,234
235,795177,0,235
236,793495,0,236
237,791850,0,237
238,790212,0,238
239,788549,0,239
240,787018,0,240
241,785547,0,241
242,784044,0,242
243,782501,0,243
244,781062,0,244
245,779570,0,245
246,778220,0,246
247,776786,0,247
248,775446,0,248
249,774123,0,249
250,772872,0,250
251,771580,0,251
252,770331,0,252
253,769068,0,253
254,767765,0,254
255,766496,0,255
256,765302,0,256
257,764121,0,257
258,762909,0,258
259,761712,0,259
260,760573,0,260
261,759356,0,261
262,758128,0,262
263,757012,0,263
264,755841,0,264
265,754673,0,265
266,753498,0,266
267,752340,0,267
268,751191,0,268
269,750037,0,269
270,748791,0,270
271,747609,0,271
272,746357,0,272
273,745125,0,273
274,743909,0,274
275,742763,0,275
276,741697,0,276
277,740517,0,277
278,739372,0,278
279,738260,0,279
280,737038,0,280
281,735833,0,281
282,734639,0,282
283,733398,0,283
284,732222,0,284
285,731006,0,285
286,729836,0,286
287,728715,0,287
288,727562,0,288
289,726353,0,289
290,725179,0,290
291,724063,0,291
292,722911,0,292
293,721749,0,293
294,720674,0,294
295,719622,0,295
296,718492,0,296
297,717436,0,297
298,716418,0,298
299,715323,0,299
300,714235,0,300
301,713164,0,301
302,712100,0,302
303,711064,0,303
304,710085,0,304
305,709155,0,305
306,708132,0,306
307,707151,0,307
308,706194,0,308
309,705160,0,309
310,704225,0,310
311,703161,0,311
312,702092,0,312
313,701072,0,313
314,699971,0,314
315,698910,0,315
316,697817,0,316
317,696732,0,317
318,695599,0,318
319,694507,0,319
320,693394,0,320
321,692309,0,321
322,691259,0,322
323,690125,0,323
324,689014,0,324
325,687904,0,325
326,686757,0,326
327,685674,0,327
328,684529,0,328
329,683426,0,329
330,682318,0,330
331,681277,0,331
332,680221,0,332
333,679169,0,333
334,678064,0,334
335,676999,0,335
336,675973,0,336
337,674960,0,337
338,673862,0,338
339,672817,0,339
340,671735,0,340
341,670699,0,341
342,669633,0,342
343,668600,0,343
344,667532,0,344
345,666511,0,345
346,665456,0,346
347,664452,0,347
348,663442,0,348
349,662432,0,349
350,661437,0,350
351,660394,0,351
352,659371,0,352
353,658422,0,353
354,657505,0,354
355,656602,0,355
356,655630,0,356
357,654699,0,357
358,653758,0,358
359,652776,0,359
360,651840,0,360
361,650820,0,361
362,649832,0,362
363,648922,0,363
364,648024,0,364
365,647153,0,365
366,646336,0,366
367,645589,0,367
368,644819,0,368
369,644045,0,369
370,643291,0,370
371,642539,0,371
372,641769,0,372
373,641085,0,373
374,640447,0,374
375,639838,0,375
376,639263,0,376
377,638652,0,377
378,638072,0,378
379,637459,0,379
380,636885,0,380
381,636264,0,381
382,635694,0,382
383,635095,0,383
384,634499,0,384
385,633931,0,385
386,633299,0,386
387,632755,0,387
388,632186,0,388
389,631640,0,389
390,631140,0,390
391,630606,0,391
392,630081,0,392
393,629575,0,393
394,629108,0,394
395,628608,0,395
396,628128,0,396
397,627665,0,397
398,627206,0,398
399,626774,0,399
400,626388,0,400
401,625951,0,401
402,625478,0,402
403,624972,0,403
404,624497,0,404
405,623992,0,405
406,623474,0,406
407,622949,0,407
408,622432,0,408
409,621972,0,409
410,621493,0,410
411,620980,0,411
412,620528,0,412
413,620052,0,413
414,619560,0,414
415,619142,0,415
416,618673,0,416
417,618182,0,417
418,617738,0,418
419,617265,0,419
420,616828,0,420
421,616375,0,421
422,615938,0,422
423,615474,0,423
424,615023,0,424
425,614605,0,425
426,614142,0,426
427,613763,0,427
428,613390,0,428
429,613049,0,429
430,612717,0,430
431,612402,0,431
432,612057,0,432
433,611710,0,433
434,611376,0,434
435,611051,0,435
436,610708,0,436
437,610376,0,437
438,610056,0,438
439,609745,0,439
440,609451,0,440
441,609191,0,441
442,608890,0,442
443,608610,0,443
444,608308,0,444
445,608015,0,445
446,607790,0,446
447,607542,0,447
448,607331,0,448
449,607159,0,449
450,607021,0,450
451,606863,0,451
452,606785,0,452
453,606608,0,453
454,606477,0,454
455,606398,0,455
456,606453,0,456
457,606477,0,457
458,606541,0,458
459,606646,0,459
460,606761,0,460
461,606996,0,461
462,607209,0,462
463,607494,0,463
464,607798,0,464
465,608143,0,465
466,608553,0,466
467,608879,0,467
468,609251,0,468
469,609645,0,469
470,610020,0,470
471,610456,0,471
472,610843,0,472
473,611253,0,473
474,611694,0,474
475,612162,0,475
476,612727,0,476
477,613375,0,477
478,614024,0,478
479,614738,0,479
480,615410,0,480
481,616200,0,481
482,616993,0,482
483,617812,0,483
484,618581,0,484
485,619330,0,485
486,620079,0,486
487,620877,0,487
488,621682,0,488
489,622497,0,489
490,623305,0,490
491,624053,0,491
492,624809,0,492
493,625616,0,493
494,626479,0,494
495,627358,0,495
496,628230,0,496
497,629089,0,497
498,629897,0,498
499,630737,0,499
500,631604,0,500
501,632480,0,501
502,633360,0,502
503,634262,0,503
504,635153,0,504
505,636066,0,505
506,636970,0,506
507,637893,0,507
508,638827,0,508
509,639738,0,509
510,640677,0,510
511,641651,0,511
512,642676,0,512
513,643715,0,513
514,644702,0,514
515,645750,0,515
516,646759,0,516
517,647799,0,517
518,648765,0,518
519,649736,0,519
520,650721,0,520
521,651683,0,521
522,652791,0,522
523,653770,0,523
524,654791,0,524
525,655755,0,525
526,656751,0,526
527,657725,0,527
528,658714,0,528
529,659752,0,529
530,660757,0,530
531,661767,0,531
532,662797,0,532
533,663796,0,533
534,664851,0,534
535,665880,0,535
536,666906,0,536
537,667904,0,537
538,668864,0,538
539,669916,0,539
540,670977,0,540
541,672077,0,541
542,673144,0,542
543,674212,0,543
544,675309,0,544
545,676455,0,545
546,677582,0,546
547,678718,0,547
548,679874,0,548
549,681103,0,549
550,682248,0,550
551,683437,0,551
552,684610,0,552
553,685789,0,553
554,686999,0,554
555,688180,0,555
556,689424,0,556
557,690618,0,557
558,691846,0,558
559,693048,0,559
560,694223,0,560
561,695525,0,561
562,696740,0,562
563,698058,0,563
564,699324,0,564
565,700601,0,565
566,701709,0,566
567,702836,0,567
568,703915,0,568
569,704960,0,569
570,706045,0,570
571,707123,0,571
572,708200,0,572
573,709265,0,573
574,710248,0,574
575,711235,0,575
576,712296,0,576
577,713331,0,577
578,714378,0,578
579,715455,0,579
580,716390,0,580
581,717351,0,581
582,718355,0,582
583,719366,0,583
584,720437,0,584
585,721512,0,585
586,722554,0,586
587,723642,0,587
588,724805,0,588
589,725892,0,589
590,727054,0,590
591,728240,0,591
592,729565,0,592
593,730888,0,593
594,732214,0,594
595,733590,0,595
596,735086,0,596
597,736543,0,597
598,737901,0,598
599,739362,0,599
600,740849,0,600
601,742428,0,601
602,744034,0,602
603,745684,0,603
604,747342,0,604
605,748974,0,605
606,750671,0,606
607,752355,0,607
608,753934,0,608
609,755519,0,609
610,757185,0,610
611,758780,0,611
612,760444,0,612
613,762120,0,613
614,763854,0,614
615,765530,0,615
616,767256,0,616
617,769025,0,617
618,770795,0,618
619,772544,0,619
620,774279,0,620
621,776047,0,621
622,777753,0,622
623,779368,0,623
624,781014,0,624
625,782626,0,625
626,784092,0,626
627,785537,0,627
628,786924,0,628
629,788432,0,629
630,789799,0,630
631,791174,0,631
632,792508,0,632
633,793866,0,633
