Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),
507,obj508-val508,508,0,691.6666666666666,917.6666666666666,52.0,691.6666666666666,917.6666666666666,52.0,691,917,52,692,918,52,4.0,0.75,3.0,3,14.0,14.0,9.333333333333334,0.370946071342235,0.7185170346115792,1.2519429907800428,1.0777751956412636,0.370946071342235,0.7185170346115792,0.7247037103732568,1.2909944487358056,1.7320508075688774,NaN,NaN,NaN,0.4714045207910853,0.7453559924999129,0.654038835263637,0.1581659559359858,
508,obj509-val509,509,0,431.65671641791045,1274.3880597014925,54.134328358208954,431.65671641791045,1274.3880597014925,54.134328358208954,428,1272,52,434,1276,56,175.0,0.38285714285714284,67.0,67,130.0,130.0,79.50993333333334,0.23108508838904185,0.6136548712765046,1.0100382271044428,1.0033349415030957,0.23108508838904185,0.6136548712765046,0.8976217447523309,3.1269801830434374,1.2855340953579595,1.0316363362047065,75.1225195221208,0.8918763697784522,1.5414377367508534,4.088925760926647,2.2244005356712773,0.46473016390396965,
509,obj510-val510,510,0,708.0,110.5,53.0,708.0,110.5,53.0,708,110,53,708,111,53,2.0,1.0,2.0,2,10.0,10.0,6.666666666666667,0.4523893421169302,0.7676635200443077,1.526814029644639,1.1514949756065076,0.4523893421169302,0.7676635200443077,0.8078870169771784,1.118033988749895,NaN,NaN,NaN,NaN,0.5,0.5,0.5,0.0,
510,obj511-val511,511,0,808.0,113.2,53.2,808.0,113.2,53.2,807,113,53,809,114,54,12.0,0.4166666666666667,5.0,5,22.0,22.0,14.674233333333333,0.2655365691426384,0.6427493387412588,0.894800299420455,0.9636264383285256,0.2655365691426384,0.6427493387412588,0.6422662456593042,1.4142135623730951,1.4142135623730951,1.2909944487358056,4.5885895433041295,1.0896594591460504,0.28284271247462306,1.0392304845413274,0.8021091863608675,0.3094770854916145,
511,obj512-val512,512,0,824.0,115.33333333333333,53.0,824.0,115.33333333333333,53.0,823,115,53,825,116,53,6.0,0.5,3.0,3,16.0,16.0,6.666666666666667,0.24850488763747386,0.6287024892366452,3.435331566700438,1.5088852738977692,0.24850488763747386,0.6287024892366452,0.3623518551866286,2.055554977164722,4.391067076224635,NaN,NaN,NaN,0.3333333333333286,1.2018504251546658,0.8630921039591509,0.46469491438833593,
512,obj513-val513,513,0,532.5,145.0,53.0,532.5,145.0,53.0,532,145,53,533,145,53,2.0,1.0,2.0,2,10.0,10.0,6.666666666666667,0.4523893421169302,0.7676635200443077,1.526814029644639,1.1514949756065076,0.4523893421169302,0.7676635200443077,0.8078870169771784,1.118033988749895,NaN,NaN,NaN,NaN,0.5,0.5,0.5,0.0,
513,obj514-val514,514,0,487.0,163.0,53.0,487.0,163.0,53.0,487,163,53,487,163,53,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
514,obj515-val515,515,0,1126.0,253.0,53.0,1126.0,253.0,53.0,1126,253,53,1126,253,53,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
515,obj516-val516,516,0,303.6984126984127,293.01984126984127,56.904761904761905,303.6984126984127,293.01984126984127,56.904761904761905,297,288,53,307,296,60,792.0,0.3181818181818182,252.0,252,336.0,336.0,209.81643333333332,0.18933705724759914,0.574220617509355,0.7775618680371845,0.9195562873082519,0.18933705724759914,0.574220617509355,0.9240767185267532,5.432584650206317,1.3587255726334588,1.1989231332813464,303.42632419295023,0.8305146254869832,1.9833689027978552,7.387061177457944,3.783216327236099,0.9546643823763639,
516,obj517-val517,517,0,997.4473684210526,350.2105263157895,54.05263157894737,997.4473684210526,350.2105263157895,54.05263157894737,996,348,53,999,352,55,60.0,0.6333333333333333,38.0,38,84.0,84.0,52.4869,0.27553813118219517,0.6507199016821287,1.1294494479607875,1.041411252236047,0.27553813118219517,0.6507199016821287,0.8989733264760174,2.662103245914048,1.2231874569916377,1.3501444386784929,39.11983398280557,0.9713742654608971,1.068628447591932,2.488895003400109,1.7454752127572088,0.3926597615047002,
517,obj518-val518,518,0,1061.3333333333333,718.9166666666666,53.583333333333336,1061.3333333333333,718.9166666666666,53.583333333333336,1060,718,53,1062,720,54,18.0,0.6666666666666666,12.0,12,36.0,36.0,21.769866666666665,0.3490658503988659,0.7041025871918094,1.57851080185697,1.164347243566147,0.3490658503988659,0.7041025871918094,0.8877686942511116,1.7318684907707365,1.2647779187034134,1.2673884022210913,10.732355314394244,1.118114304686278,0.540061724867279,1.3994046353121514,1.0664367964987167,0.2783964976403672,
518,obj519-val519,519,0,1075.6470588235295,967.2941176470588,53.8235294117647,1075.6470588235295,967.2941176470588,53.8235294117647,1074,966,53,1077,968,55,36.0,0.4722222222222222,17.0,17,50.0,50.0,32.15473333333333,0.26148103974358566,0.6394603120319194,0.9831402566652322,0.9943482029229712,0.26148103974358566,0.6394603120319194,0.8342549458787017,2.021316914905946,1.3578624068063128,1.080220274210842,17.36872605000527,0.9787706911293497,0.7323470351758751,1.8006150429429213,1.2790802217620763,0.3123458541486596,
519,obj520-val520,520,0,1309.5,1062.5,53.0,1309.5,1062.5,53.0,1309,1062,53,1310,1063,53,4.0,1.0,4.0,4,16.0,16.0,10.666666666666666,0.44178646691106466,0.7616186805684488,1.4910293258248433,1.1424277097586666,0.44178646691106466,0.7616186805684488,0.9008047946397719,1.118033988749895,1.0,NaN,NaN,NaN,0.7071067811865476,0.7071067811865476,0.7071067811865476,NaN,
520,obj521-val521,521,0,612.6,1217.8,53.6,612.6,1217.8,53.6,612,1217,53,613,1218,54,8.0,0.625,5.0,5,20.0,20.0,12.921233333333333,0.3534291735288517,0.7070242052287774,1.31063111721904,1.0943598677784934,0.3534291735288517,0.7070242052287774,0.8028328070741302,1.319209014426177,1.3192090144261768,1.474920516393716,3.74656767338854,1.3345548341524571,0.5999999999999991,0.9797958971132243,0.7896477281061985,0.14342448142105654,
521,obj522-val522,522,0,954.0,1340.0,53.0,954.0,1340.0,53.0,954,1340,53,954,1340,53,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
522,obj523-val523,523,0,640.0,118.0,54.0,640.0,118.0,54.0,640,118,54,640,118,54,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
523,obj524-val524,524,0,842.0,118.0,54.0,842.0,118.0,54.0,842,118,54,842,118,54,1.0,1.0,1.0,1,6.0,6.0,0.0,0.5235987755982988,0.8059961508426673,Infinity,Infinity,0.5235987755982988,0.8059961508426673,NaN,0.0,NaN,NaN,NaN,NaN,0.0,0.0,0.0,NaN,
524,obj525-val525,525,0,1056.0967741935483,245.4516129032258,55.903225806451616,1056.0967741935483,245.4516129032258,55.903225806451616,1055,243,54,1058,248,57,96.0,0.3229166666666667,31.0,31,88.0,88.0,55.8898,0.15948790184129719,0.542304049375321,0.6225555291444562,0.8538718539356961,0.15948790184129719,0.542304049375321,0.7729293905824044,3.2864792219227397,1.8742653855775704,1.0568308845742496,40.051021298042606,0.7740127216559906,0.4718948012363495,2.9833042181903773,1.750914650051806,0.655152256937481,
525,obj526-val526,526,0,1080.6470588235295,426.12745098039215,55.76470588235294,1080.6470588235295,426.12745098039215,55.76470588235294,1078,423,54,1083,429,58,210.0,0.4857142857142857,102.0,102,170.0,170.0,108.58046666666667,0.23950023994425718,0.6210151443191703,0.919173733498574,0.9722975732234173,0.23950023994425718,0.6210151443191703,0.9188882278130907,3.6655537396509583,1.2419656376396564,1.1914127355333528,112.26023904312775,0.9086030892987319,1.4003144041977618,3.9506884531855104,2.557428922830488,0.5276995653761155,
526,obj527-val527,527,0,201.0,670.5,54.0,201.0,670.5,54.0,201,670,54,201,671,54,2.0,1.0,2.0,2,10.0,10.0,6.666666666666667,0.4523893421169302,0.7676635200443077,1.526814029644639,1.1514949756065076,0.4523893421169302,0.7676635200443077,0.8078870169771784,1.118033988749895,NaN,NaN,NaN,NaN,0.5,0.5,0.5,0.0,
527,obj528-val528,528,0,1289.111111111111,730.4305555555555,55.52777777777778,1289.111111111111,730.4305555555555,55.52777777777778,1287,728,54,1291,733,57,120.0,0.6,72.0,72,124.0,124.0,76.9042,0.3075050913990076,0.6749696952311686,1.2890423626051613,1.0883177941997069,0.3075050913990076,0.6749696952311686,0.9385721846262438,3.2013750517080046,1.253009048460891,1.2013991201951502,72.86224234244861,0.9881661294694155,1.1198441525167513,3.0783555915696343,2.2092718228170978,0.4011778561529927,
528,obj529-val529,529,0,543.0,1057.5,54.0,543.0,1057.5,54.0,543,1057,54,543,1058,54,2.0,1.0,2.0,2,10.0,10.0,6.666666666666667,0.4523893421169302,0.7676635200443077,1.526814029644639,1.1514949756065076,0.4523893421169302,0.7676635200443077,0.8078870169771784,1.118033988749895,NaN,NaN,NaN,NaN,0.5,0.5,0.5,0.0,
