 ,13
542,491131
543,492082
544,492997
545,493934
546,494857
547,495883
548,496948
549,497996
550,499046
551,500059
552,501118
553,502160
554,503202
555,504276
556,505256
557,506295
558,507376
559,508467
560,509605
561,510713
562,511894
563,513040
564,514203
565,515324
566,516484
567,517694
568,518889
569,520147
570,521387
571,522624
572,523925
573,525142
574,526470
575,527717
576,528972
577,530206
578,531424
579,532682
580,533973
581,535270
582,536526
583,537828
584,539082
585,540368
586,541682
587,543060
588,544381
589,545722
590,547000
591,548369
592,549721
593,551153
594,552564
595,553949
596,555309
597,556672
598,558022
599,559361
600,560760
601,562127
602,563489
603,564909
604,566333
605,567765
606,569177
607,570660
608,572199
609,573717
610,575311
611,576836
612,578293
613,579858
614,581408
615,582969
616,584478
617,586057
618,587618
619,589196
620,590779
621,592412
622,593992
623,595593
624,597198
625,598843
626,600538
627,602232
628,603873
629,605561
630,607185
631,608772
632,610414
633,611999
634,613540
635,615121
636,616642
637,618176
638,619717
639,621271
640,622803
641,624326
642,625769
643,627326
644,628772
645,630341
646,631885
647,633437
648,634976
649,636519
650,637980
651,639469
652,641041
653,642734
654,644401
655,646119
656,647748
657,649361
658,650962
659,652643
660,654366
661,656145
662,657972
663,659826
664,661697
665,663573
666,665530
667,667523
668,669488
669,671465
670,673459
671,675518
672,677586
673,679632
674,681721
675,683890
676,686105
677,688358
678,690623
679,692763
680,694925
681,697068
682,699203
683,701315
684,703501
685,705703
686,707892
687,710008
688,712140
689,714270
690,716426
691,718614
692,720851
693,723016
694,725186
695,727332
696,729398
697,731447
698,733444
699,735414
700,737348
701,739259
702,741121
703,743041
704,744824
705,746627
706,748327
707,750134
708,751829
709,753691
710,755542
711,757400
712,759271
713,761232
714,763260
715,765294
716,767381
717,769501
718,771574
719,773700
720,775784
721,777946
722,780164
723,782472
724,784797
725,787332
726,789890
727,792477
728,795120
729,797871
730,800547
731,803237
732,805861
733,808522
734,811146
735,813792
736,816391
737,819073
738,821879
739,824679
740,827634
741,830696
742,833782
743,836656
744,839516
745,842325
746,845797
747,848675
748,851473
749,854172
750,856726
751,859435
752,862305
753,865307
754,869623
755,872432
756,875041
757,877404
758,879603
759,880616
760,883147
761,885721
762,888274
763,890835
764,893396
765,895939
766,898563
767,901185
768,903777
769,906457
770,908940
771,911613
772,914379
773,917253
774,920119
775,922919
776,925678
777,928391
778,931081
779,933774
780,936360
781,938977
782,941615
783,944175
784,946998
785,949914
786,952869
787,955887
788,958810
789,961778
790,964731
791,967691
792,970589
793,973555
794,976552
795,979525
796,982443
797,985315
798,988117
799,990839
800,993589
801,996347
802,999216
803,1002078
804,1004874
805,1007847
806,1010729
807,1013634
808,1016628
809,1019613
810,1022698
811,1025712
812,1028779
813,1031724
814,1034776
815,1037726
816,1040791
817,1043789
818,1046772
819,1049772
820,1052788
821,1055822
822,1058874
823,1061893
824,1064863
825,1067811
826,1070724
827,1073784
828,1076866
829,1080035
830,1083232
831,1086464
832,1089591
833,1092745
834,1095870
835,1099058
836,1102225
837,1105414
838,1108679
839,1111945
840,1115295
841,1118647
842,1122026
843,1125397
844,1128889
845,1132384
846,1135856
847,1139352
848,1142865
849,1146391
850,1150004
851,1153634
852,1157200
853,1160843
854,1164478
855,1168088
856,1171815
857,1175453
858,1179100
859,1182779
860,1186426
861,1190122
862,1193785
863,1197443
864,1201120
865,1204723
866,1208355
867,1212046
868,1215695
869,1219235
870,1222857
871,1226499
872,1230203
873,1233789
874,1237319
875,1240847
876,1244305
877,1247802
878,1251258
879,1254791
880,1258308
881,1261828
882,1265313
883,1268707
884,1272055
885,1275427
886,1278934
887,1282546
888,1286118
889,1289672
890,1293142
891,1296610
892,1300219
893,1303768
894,1307386
895,1310898
896,1314391
897,1318037
898,1321781
899,1325621
900,1329544
901,1333367
902,1337461
903,1341494
904,1345811
905,1350021
906,1354213
907,1358634
908,1363559
909,1369808
910,1377744
911,1385743
912,1393461
913,1401860
914,1410134
915,1419249
916,1428736
917,1438798
918,1451274
919,1464353
920,1478478
921,1491966
922,1506848
923,1522299
924,1536996
925,1552914
926,1568669
927,1584881
928,1600626
929,1616049
930,1630419
931,1642575
932,1654175
933,1664936
934,1675384
935,1685251
936,1695237
